year,naics,naics_title,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90,employment_change_yoy_pct,wage_growth_yoy_pct,contraction_flag_12mo
2021,48-49,Transportation and Warehousing,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2880.0,45.91,95490.0,46.94,97620.0,61730.0,130140.0,5.109489051094891,7.087585510822025,0
2022,48-49,Transportation and Warehousing,41-1012,First-Line Supervisors of Non-Retail Sales Workers,3610.0,44.27,92070.0,40.29,83800.0,51340.0,138240.0,25.34722222222222,-3.581526861451461,0
2023,48-49,Transportation and Warehousing,41-1012,First-Line Supervisors of Non-Retail Sales Workers,3460.0,42.7,88820.0,39.5,82160.0,49480.0,133030.0,-4.1551246537396125,-3.5299228847615947,1
2024,48-49,Transportation and Warehousing,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2800.0,43.52,90520.0,41.2,85700.0,55430.0,133590.0,-19.07514450867052,1.913983337086242,1
2015,48-49,Transportation and Warehousing,41-2011,Cashiers,3330.0,10.99,22860.0,9.58,19920.0,16950.0,34000.0,,,
2016,48-49,Transportation and Warehousing,41-2011,Cashiers,3380.0,11.03,22950.0,9.84,20460.0,16880.0,32290.0,1.5015015015015014,0.39370078740157477,0
2017,48-49,Transportation and Warehousing,41-2011,Cashiers,3720.0,11.57,24060.0,10.0,20790.0,16880.0,35490.0,10.059171597633137,4.836601307189543,0
2018,48-49,Transportation and Warehousing,41-2011,Cashiers,2840.0,12.42,25830.0,10.96,22790.0,17820.0,37570.0,-23.655913978494624,7.356608478802992,1
2019,48-49,Transportation and Warehousing,41-2011,Cashiers,3640.0,12.95,26940.0,11.58,24100.0,19460.0,37230.0,28.169014084507044,4.29732868757259,0
2020,48-49,Transportation and Warehousing,41-2011,Cashiers,4330.0,13.25,27560.0,12.1,25170.0,21150.0,37070.0,18.956043956043956,2.3014105419450632,0
2021,48-49,Transportation and Warehousing,41-2011,Cashiers,2460.0,13.7,28490.0,13.52,28130.0,21420.0,37060.0,-43.187066974595844,3.3744557329462994,1
2022,48-49,Transportation and Warehousing,41-2011,Cashiers,3110.0,14.93,31050.0,15.0,31200.0,24370.0,36230.0,26.422764227642276,8.985608985608986,0
2023,48-49,Transportation and Warehousing,41-2011,Cashiers,3230.0,16.03,33350.0,16.0,33280.0,26240.0,40040.0,3.858520900321544,7.4074074074074066,0
2024,48-49,Transportation and Warehousing,41-2011,Cashiers,2740.0,16.15,33590.0,15.82,32910.0,26000.0,43340.0,-15.170278637770899,0.7196401799100449,1
2015,48-49,Transportation and Warehousing,41-2021,Counter and Rental Clerks,3790.0,12.85,26730.0,11.49,23890.0,18610.0,40720.0,,,
2016,48-49,Transportation and Warehousing,41-2021,Counter and Rental Clerks,2810.0,13.86,28830.0,12.43,25860.0,18720.0,45020.0,-25.857519788918204,7.856341189674524,1
2017,48-49,Transportation and Warehousing,41-2021,Counter and Rental Clerks,2610.0,14.05,29230.0,12.96,26960.0,18760.0,45220.0,-7.11743772241993,1.387443635102324,1
2018,48-49,Transportation and Warehousing,41-2021,Counter and Rental Clerks,2060.0,14.59,30340.0,13.47,28010.0,19730.0,46280.0,-21.0727969348659,3.79746835443038,1
2019,48-49,Transportation and Warehousing,41-2021,Counter and Rental Clerks,1870.0,14.78,30740.0,13.82,28750.0,21270.0,44680.0,-9.223300970873787,1.3183915622940012,1
2020,48-49,Transportation and Warehousing,41-2021,Counter and Rental Clerks,1420.0,15.53,32300.0,14.45,30060.0,21560.0,47550.0,-24.06417112299465,5.074821080026025,1
2021,48-49,Transportation and Warehousing,41-2021,Counter and Rental Clerks,1560.0,17.41,36210.0,16.6,34530.0,23250.0,49160.0,9.859154929577464,12.105263157894736,0
2022,48-49,Transportation and Warehousing,41-2021,Counter and Rental Clerks,1560.0,18.61,38700.0,17.69,36790.0,27220.0,50230.0,0.0,6.876553438276719,0
2023,48-49,Transportation and Warehousing,41-2021,Counter and Rental Clerks,1610.0,18.34,38140.0,16.96,35280.0,27560.0,50840.0,3.205128205128205,-1.4470284237726097,0
2024,48-49,Transportation and Warehousing,41-2021,Counter and Rental Clerks,2600.0,19.63,40830.0,18.32,38100.0,29340.0,51140.0,61.49068322981367,7.052962768746722,0
2015,48-49,Transportation and Warehousing,41-2022,Parts Salespersons,300.0,16.03,33340.0,14.59,30350.0,18940.0,53560.0,,,
2016,48-49,Transportation and Warehousing,41-2022,Parts Salespersons,510.0,15.15,31510.0,13.46,27990.0,18220.0,53030.0,70.0,-5.488902219556089,0
2017,48-49,Transportation and Warehousing,41-2022,Parts Salespersons,580.0,16.01,33290.0,14.83,30840.0,19400.0,52520.0,13.725490196078432,5.649000317359568,0
2018,48-49,Transportation and Warehousing,41-2022,Parts Salespersons,730.0,16.89,35130.0,15.66,32560.0,20810.0,56150.0,25.862068965517242,5.527185340943226,0
2019,48-49,Transportation and Warehousing,41-2022,Parts Salespersons,530.0,19.48,40520.0,18.29,38030.0,25720.0,58310.0,-27.397260273972602,15.343011670936521,1
2020,48-49,Transportation and Warehousing,41-2022,Parts Salespersons,690.0,19.6,40770.0,18.46,38400.0,25890.0,60000.0,30.18867924528302,0.6169792694965449,0
2021,48-49,Transportation and Warehousing,41-2022,Parts Salespersons,890.0,18.73,38950.0,17.83,37090.0,27800.0,50410.0,28.985507246376812,-4.464066715722345,0
2022,48-49,Transportation and Warehousing,41-2022,Parts Salespersons,570.0,21.07,43820.0,19.72,41010.0,31300.0,60550.0,-35.95505617977528,12.503209242618743,1
2023,48-49,Transportation and Warehousing,41-2022,Parts Salespersons,760.0,22.45,46700.0,20.69,43030.0,32350.0,69610.0,33.33333333333333,6.572341396622547,0
2024,48-49,Transportation and Warehousing,41-2022,Parts Salespersons,930.0,22.31,46410.0,21.89,45540.0,29200.0,62070.0,22.36842105263158,-0.6209850107066381,0
2015,48-49,Transportation and Warehousing,41-2031,Retail Salespersons,3780.0,12.89,26820.0,10.92,22720.0,17470.0,38470.0,,,
2016,48-49,Transportation and Warehousing,41-2031,Retail Salespersons,4250.0,12.92,26880.0,11.03,22930.0,17170.0,42310.0,12.433862433862434,0.22371364653243847,0
2017,48-49,Transportation and Warehousing,41-2031,Retail Salespersons,3930.0,13.42,27920.0,11.45,23820.0,17320.0,44860.0,-7.529411764705881,3.869047619047619,1
2018,48-49,Transportation and Warehousing,41-2031,Retail Salespersons,4440.0,14.16,29450.0,11.74,24420.0,17440.0,48010.0,12.977099236641221,5.479942693409742,0
2019,48-49,Transportation and Warehousing,41-2031,Retail Salespersons,3940.0,15.28,31790.0,13.09,27230.0,19470.0,47410.0,-11.26126126126126,7.945670628183361,1
2020,48-49,Transportation and Warehousing,41-2031,Retail Salespersons,4190.0,15.72,32690.0,13.99,29090.0,20560.0,47200.0,6.345177664974619,2.8310789556464298,0
2021,48-49,Transportation and Warehousing,41-2031,Retail Salespersons,3040.0,17.59,36580.0,17.0,35350.0,23860.0,47330.0,-27.44630071599045,11.899663505659223,1
2022,48-49,Transportation and Warehousing,41-2031,Retail Salespersons,6040.0,18.82,39150.0,17.34,36070.0,27060.0,47130.0,98.68421052631578,7.025697102241662,0
2023,48-49,Transportation and Warehousing,41-2031,Retail Salespersons,9800.0,24.76,51490.0,22.13,46030.0,28960.0,81470.0,62.251655629139066,31.51979565772669,0
2024,48-49,Transportation and Warehousing,41-2031,Retail Salespersons,9060.0,23.46,48800.0,20.74,43150.0,28680.0,83770.0,-7.551020408163265,-5.224315401048747,1
2016,48-49,Transportation and Warehousing,41-3011,Advertising Sales Agents,40.0,19.26,40060.0,16.31,33920.0,22100.0,68670.0,,,
2017,48-49,Transportation and Warehousing,41-3011,Advertising Sales Agents,40.0,22.44,46670.0,19.86,41320.0,22110.0,78140.0,0.0,16.500249625561658,0
2018,48-49,Transportation and Warehousing,41-3011,Advertising Sales Agents,100.0,32.27,67130.0,30.7,63860.0,23810.0,110810.0,150.0,43.83972573387615,0
2019,48-49,Transportation and Warehousing,41-3011,Advertising Sales Agents,,36.43,75770.0,40.4,84030.0,27980.0,107710.0,,12.870549679725904,
2020,48-49,Transportation and Warehousing,41-3011,Advertising Sales Agents,,37.38,77750.0,40.0,83190.0,33230.0,110680.0,,2.613171439883859,
2022,48-49,Transportation and Warehousing,41-3011,Advertising Sales Agents,100.0,,,,,,,,,
2023,48-49,Transportation and Warehousing,41-3011,Advertising Sales Agents,,35.58,74000.0,23.54,48970.0,38420.0,201990.0,,,
2024,48-49,Transportation and Warehousing,41-3011,Advertising Sales Agents,80.0,45.39,94410.0,37.88,78780.0,44270.0,169710.0,,27.58108108108108,
2015,48-49,Transportation and Warehousing,41-3021,Insurance Sales Agents,50.0,29.72,61820.0,24.36,50670.0,27040.0,115880.0,,,
2016,48-49,Transportation and Warehousing,41-3021,Insurance Sales Agents,50.0,26.09,54270.0,22.95,47730.0,27290.0,78310.0,0.0,-12.21287609187965,0
2017,48-49,Transportation and Warehousing,41-3021,Insurance Sales Agents,50.0,28.56,59410.0,22.92,47670.0,27810.0,82350.0,0.0,9.471162704993551,0
2016,48-49,Transportation and Warehousing,41-3031,"Securities, Commodities, and Financial Services Sales Agents",30.0,40.17,83560.0,34.45,71650.0,37850.0,151280.0,,,
2017,48-49,Transportation and Warehousing,41-3031,"Securities, Commodities, and Financial Services Sales Agents",50.0,58.67,122040.0,57.58,119760.0,43150.0,192160.0,66.66666666666666,46.05074198180948,0
2018,48-49,Transportation and Warehousing,41-3031,"Securities, Commodities, and Financial Services Sales Agents",50.0,70.1,145800.0,68.19,141840.0,83460.0,,0.0,19.469026548672566,0
2023,48-49,Transportation and Warehousing,41-3031,"Securities, Commodities, and Financial Services Sales Agents",40.0,50.86,105780.0,44.91,93410.0,52100.0,197510.0,-20.0,-27.44855967078189,1
2024,48-49,Transportation and Warehousing,41-3031,"Securities, Commodities, and Financial Services Sales Agents",,68.87,143240.0,52.83,109890.0,70060.0,,,35.4131215730762,
2015,48-49,Transportation and Warehousing,41-3041,Travel Agents,530.0,18.34,38150.0,16.77,34870.0,19720.0,62150.0,,,
2016,48-49,Transportation and Warehousing,41-3041,Travel Agents,430.0,21.77,45280.0,19.85,41290.0,24130.0,71220.0,-18.867924528301888,18.68938401048493,1
2017,48-49,Transportation and Warehousing,41-3041,Travel Agents,310.0,22.46,46730.0,22.95,47740.0,23150.0,69570.0,-27.906976744186046,3.2022968197879855,1
2018,48-49,Transportation and Warehousing,41-3041,Travel Agents,340.0,20.82,43310.0,18.63,38740.0,18760.0,71740.0,9.67741935483871,-7.318638989942221,0
2019,48-49,Transportation and Warehousing,41-3041,Travel Agents,450.0,18.8,39100.0,17.72,36850.0,18600.0,62100.0,32.35294117647059,-9.720618794735627,0
2020,48-49,Transportation and Warehousing,41-3041,Travel Agents,1090.0,20.92,43510.0,20.16,41930.0,24650.0,64840.0,142.22222222222223,11.278772378516624,0
2021,48-49,Transportation and Warehousing,41-3041,Travel Agents,1690.0,24.75,51480.0,23.05,47950.0,29970.0,77340.0,55.04587155963303,18.31762813146403,0
2022,48-49,Transportation and Warehousing,41-3041,Travel Agents,2720.0,24.3,50550.0,23.27,48400.0,32120.0,66200.0,60.946745562130175,-1.8065268065268065,0
2023,48-49,Transportation and Warehousing,41-3041,Travel Agents,2070.0,24.73,51450.0,23.89,49690.0,31340.0,65810.0,-23.897058823529413,1.7804154302670623,1
2024,48-49,Transportation and Warehousing,41-3041,Travel Agents,1830.0,22.01,45780.0,18.53,38550.0,31510.0,64350.0,-11.594202898550725,-11.020408163265307,1
2019,48-49,Transportation and Warehousing,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",46960.0,33.25,69160.0,29.78,61950.0,32590.0,108500.0,,,
2020,48-49,Transportation and Warehousing,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",46740.0,34.21,71160.0,30.58,63600.0,33920.0,114200.0,-0.46848381601362865,2.891844997108155,0
2021,48-49,Transportation and Warehousing,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",48050.0,34.75,72270.0,30.42,63280.0,36900.0,113140.0,2.8027385537013267,1.5598650927487352,0
2022,48-49,Transportation and Warehousing,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",51990.0,36.87,76680.0,32.4,67390.0,38320.0,124400.0,8.199791883454735,6.102117061021171,0
2023,48-49,Transportation and Warehousing,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",52510.0,37.04,77050.0,32.21,67000.0,40000.0,122150.0,1.0001923446816696,0.4825247782994262,0
2024,48-49,Transportation and Warehousing,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",54450.0,36.95,76850.0,31.06,64600.0,39990.0,124130.0,3.694534374404875,-0.25957170668397145,0
2015,48-49,Transportation and Warehousing,41-3099,"Sales Representatives, Services, All Other",45730.0,30.28,62970.0,26.9,55950.0,27900.0,103400.0,,,
2016,48-49,Transportation and Warehousing,41-3099,"Sales Representatives, Services, All Other",45330.0,31.1,64690.0,27.54,57280.0,28550.0,105080.0,-0.8746993221080253,2.7314594251230746,0
2017,48-49,Transportation and Warehousing,41-3099,"Sales Representatives, Services, All Other",43560.0,31.48,65480.0,28.23,58710.0,30130.0,104170.0,-3.9046988749172735,1.2212088421703509,1
2018,48-49,Transportation and Warehousing,41-3099,"Sales Representatives, Services, All Other",44790.0,32.86,68350.0,29.41,61180.0,31210.0,107070.0,2.8236914600550964,4.383017715332926,0
2015,48-49,Transportation and Warehousing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",340.0,37.46,77920.0,34.26,71270.0,38260.0,126380.0,,,
2016,48-49,Transportation and Warehousing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",390.0,37.3,77580.0,35.47,73770.0,40880.0,119890.0,14.705882352941178,-0.4363449691991786,0
2017,48-49,Transportation and Warehousing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",460.0,38.23,79510.0,35.71,74290.0,43160.0,121280.0,17.94871794871795,2.4877545759216293,0
2018,48-49,Transportation and Warehousing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",460.0,39.88,82950.0,36.15,75180.0,41780.0,133130.0,0.0,4.326499811344485,0
2019,48-49,Transportation and Warehousing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",680.0,37.65,78310.0,33.52,69730.0,41010.0,129980.0,47.82608695652174,-5.593731163351417,0
2020,48-49,Transportation and Warehousing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",,36.57,76060.0,34.94,72680.0,41620.0,113380.0,,-2.873196271229728,
2021,48-49,Transportation and Warehousing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",880.0,40.48,84190.0,37.44,77870.0,38800.0,135080.0,,10.688929792269262,
2022,48-49,Transportation and Warehousing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",670.0,43.37,90210.0,39.34,81830.0,46440.0,146190.0,-23.863636363636363,7.150492932652335,1
2023,48-49,Transportation and Warehousing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1640.0,51.89,107920.0,46.15,96000.0,49330.0,164430.0,144.77611940298507,19.631969848132137,0
2024,48-49,Transportation and Warehousing,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",780.0,50.87,105810.0,45.64,94930.0,47310.0,171620.0,-52.4390243902439,-1.9551519644180875,1
2015,48-49,Transportation and Warehousing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",9470.0,29.86,62110.0,26.35,54810.0,29960.0,100150.0,,,
2016,48-49,Transportation and Warehousing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",9090.0,31.1,64680.0,27.64,57490.0,32550.0,102430.0,-4.0126715945089755,4.137819996779907,1
2017,48-49,Transportation and Warehousing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",8940.0,31.1,64680.0,27.72,57650.0,32200.0,100730.0,-1.65016501650165,0.0,0
2018,48-49,Transportation and Warehousing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",9250.0,31.69,65920.0,27.89,58010.0,32510.0,105740.0,3.467561521252797,1.91713048855906,0
2019,48-49,Transportation and Warehousing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",10850.0,31.62,65780.0,27.43,57050.0,29950.0,110400.0,17.2972972972973,-0.21237864077669902,0
2020,48-49,Transportation and Warehousing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",10530.0,31.7,65930.0,27.49,57180.0,29170.0,110570.0,-2.9493087557603688,0.2280328367284889,1
2021,48-49,Transportation and Warehousing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",10430.0,30.43,63300.0,26.96,56070.0,29440.0,100990.0,-0.949667616334283,-3.9890793265584708,0
2022,48-49,Transportation and Warehousing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",10840.0,34.16,71050.0,28.59,59460.0,31950.0,118990.0,3.9309683604985617,12.243285939968404,0
2023,48-49,Transportation and Warehousing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",11800.0,32.74,68100.0,28.34,58940.0,32240.0,107390.0,8.856088560885608,-4.1520056298381425,0
2024,48-49,Transportation and Warehousing,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",11030.0,33.73,70150.0,29.95,62290.0,33280.0,108790.0,-6.525423728813559,3.010279001468429,1
2017,48-49,Transportation and Warehousing,41-9011,Demonstrators and Product Promoters,350.0,14.36,29870.0,13.82,28740.0,21970.0,37950.0,,,
2018,48-49,Transportation and Warehousing,41-9011,Demonstrators and Product Promoters,870.0,15.14,31500.0,14.46,30070.0,22660.0,41730.0,148.57142857142858,5.456980247740208,0
2019,48-49,Transportation and Warehousing,41-9011,Demonstrators and Product Promoters,570.0,15.68,32620.0,14.99,31180.0,23250.0,42700.0,-34.48275862068966,3.5555555555555554,1
2020,48-49,Transportation and Warehousing,41-9011,Demonstrators and Product Promoters,310.0,16.76,34870.0,16.14,33570.0,24310.0,48920.0,-45.614035087719294,6.897608828939301,1
2021,48-49,Transportation and Warehousing,41-9011,Demonstrators and Product Promoters,40.0,18.91,39340.0,22.42,46630.0,17660.0,59380.0,-87.09677419354838,12.81904215658159,1
2022,48-49,Transportation and Warehousing,41-9011,Demonstrators and Product Promoters,380.0,19.84,41280.0,18.42,38320.0,34870.0,52060.0,850.0,4.9313675648195225,0
2023,48-49,Transportation and Warehousing,41-9011,Demonstrators and Product Promoters,340.0,21.34,44390.0,19.55,40650.0,37020.0,62260.0,-10.526315789473683,7.53391472868217,1
2024,48-49,Transportation and Warehousing,41-9011,Demonstrators and Product Promoters,330.0,21.02,43730.0,20.19,42000.0,27080.0,64370.0,-2.941176470588235,-1.4868213561612977,1
2018,48-49,Transportation and Warehousing,41-9021,Real Estate Brokers,30.0,47.96,99760.0,42.07,87500.0,43860.0,165600.0,,,
2019,48-49,Transportation and Warehousing,41-9021,Real Estate Brokers,60.0,52.67,109550.0,40.02,83250.0,43840.0,,100.0,9.81355252606255,0
2015,48-49,Transportation and Warehousing,41-9022,Real Estate Sales Agents,200.0,37.87,78770.0,37.49,77980.0,31720.0,125660.0,,,
2016,48-49,Transportation and Warehousing,41-9022,Real Estate Sales Agents,220.0,40.06,83330.0,39.08,81280.0,32030.0,131650.0,10.0,5.789005966738606,0
2017,48-49,Transportation and Warehousing,41-9022,Real Estate Sales Agents,220.0,38.86,80840.0,37.71,78440.0,30510.0,124170.0,0.0,-2.9881195247809913,0
2018,48-49,Transportation and Warehousing,41-9022,Real Estate Sales Agents,200.0,41.74,86820.0,39.89,82980.0,29900.0,130290.0,-9.090909090909092,7.397328055418109,1
2019,48-49,Transportation and Warehousing,41-9022,Real Estate Sales Agents,160.0,42.94,89310.0,42.41,88220.0,28050.0,134000.0,-20.0,2.868002764340014,1
2020,48-49,Transportation and Warehousing,41-9022,Real Estate Sales Agents,130.0,37.85,78730.0,36.61,76150.0,25710.0,133320.0,-18.75,-11.846377785242414,1
2023,48-49,Transportation and Warehousing,41-9022,Real Estate Sales Agents,90.0,55.7,115860.0,59.94,124670.0,58840.0,161400.0,-30.76923076923077,47.16118379270926,1
2024,48-49,Transportation and Warehousing,41-9022,Real Estate Sales Agents,80.0,51.53,107170.0,46.54,96810.0,57390.0,160470.0,-11.11111111111111,-7.5004315553253935,1
2015,48-49,Transportation and Warehousing,41-9031,Sales Engineers,100.0,43.86,91220.0,42.13,87620.0,51270.0,147010.0,,,
2016,48-49,Transportation and Warehousing,41-9031,Sales Engineers,80.0,44.96,93510.0,44.02,91570.0,53830.0,145640.0,-20.0,2.510414382810787,1
2017,48-49,Transportation and Warehousing,41-9031,Sales Engineers,110.0,44.62,92800.0,44.01,91550.0,53030.0,137730.0,37.5,-0.7592770826649556,0
2018,48-49,Transportation and Warehousing,41-9031,Sales Engineers,140.0,44.23,92000.0,43.02,89470.0,57090.0,132510.0,27.27272727272727,-0.8620689655172413,0
2019,48-49,Transportation and Warehousing,41-9031,Sales Engineers,150.0,46.34,96380.0,45.58,94800.0,56000.0,139100.0,7.142857142857142,4.760869565217392,0
2020,48-49,Transportation and Warehousing,41-9031,Sales Engineers,110.0,50.85,105770.0,47.59,98980.0,56240.0,169880.0,-26.666666666666668,9.742685204399253,1
2021,48-49,Transportation and Warehousing,41-9031,Sales Engineers,240.0,41.52,86350.0,36.0,74880.0,47570.0,169110.0,118.18181818181819,-18.360593741136427,0
2022,48-49,Transportation and Warehousing,41-9031,Sales Engineers,250.0,44.74,93050.0,37.12,77220.0,51890.0,135490.0,4.166666666666666,7.759119861030689,0
2023,48-49,Transportation and Warehousing,41-9031,Sales Engineers,410.0,31.32,65140.0,23.88,49670.0,45570.0,105820.0,64.0,-29.994626544868353,0
2024,48-49,Transportation and Warehousing,41-9031,Sales Engineers,650.0,48.73,101360.0,48.13,100100.0,50870.0,145590.0,58.536585365853654,55.603315934909425,0
2015,48-49,Transportation and Warehousing,41-9041,Telemarketers,210.0,19.48,40510.0,20.18,41980.0,19060.0,62430.0,,,
2016,48-49,Transportation and Warehousing,41-9041,Telemarketers,230.0,20.23,42080.0,20.81,43290.0,19540.0,63350.0,9.523809523809524,3.875586274993829,0
2017,48-49,Transportation and Warehousing,41-9041,Telemarketers,160.0,19.52,40600.0,18.05,37540.0,20860.0,65190.0,-30.434782608695656,-3.5171102661596962,1
2018,48-49,Transportation and Warehousing,41-9041,Telemarketers,350.0,16.23,33750.0,15.76,32780.0,20500.0,49390.0,118.75,-16.871921182266007,0
2019,48-49,Transportation and Warehousing,41-9041,Telemarketers,250.0,17.21,35790.0,16.54,34390.0,21300.0,51990.0,-28.57142857142857,6.044444444444444,1
2020,48-49,Transportation and Warehousing,41-9041,Telemarketers,300.0,17.14,35650.0,16.46,34230.0,21770.0,53040.0,20.0,-0.39117071807767534,0
2021,48-49,Transportation and Warehousing,41-9041,Telemarketers,80.0,22.24,46250.0,21.84,45420.0,36020.0,59690.0,-73.33333333333333,29.73352033660589,1
2022,48-49,Transportation and Warehousing,41-9041,Telemarketers,50.0,25.07,52140.0,27.05,56250.0,39430.0,66870.0,-37.5,12.735135135135135,1
2024,48-49,Transportation and Warehousing,41-9041,Telemarketers,50.0,,,,,,,0.0,,0
2017,48-49,Transportation and Warehousing,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",,12.34,25670.0,11.34,23590.0,21490.0,35430.0,,,
2018,48-49,Transportation and Warehousing,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",70.0,17.0,35350.0,13.28,27620.0,18970.0,63700.0,,37.70938839111804,
2019,48-49,Transportation and Warehousing,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",,19.17,39870.0,16.79,34920.0,18610.0,73020.0,,12.786421499292786,
2015,48-49,Transportation and Warehousing,41-9099,"Sales and Related Workers, All Other",1030.0,21.85,45440.0,17.29,35970.0,21080.0,74140.0,,,
2016,48-49,Transportation and Warehousing,41-9099,"Sales and Related Workers, All Other",950.0,23.09,48030.0,20.83,43320.0,21630.0,75880.0,-7.766990291262135,5.699823943661972,1
2017,48-49,Transportation and Warehousing,41-9099,"Sales and Related Workers, All Other",640.0,24.15,50230.0,20.84,43360.0,22200.0,76640.0,-32.631578947368425,4.5804705392463045,1
2018,48-49,Transportation and Warehousing,41-9099,"Sales and Related Workers, All Other",760.0,23.93,49780.0,22.71,47240.0,23370.0,77790.0,18.75,-0.8958789567987258,0
2019,48-49,Transportation and Warehousing,41-9099,"Sales and Related Workers, All Other",950.0,23.77,49440.0,21.07,43830.0,23780.0,77950.0,25.0,-0.6830052229811169,0
2020,48-49,Transportation and Warehousing,41-9099,"Sales and Related Workers, All Other",1060.0,25.49,53010.0,23.35,48570.0,27860.0,80890.0,11.578947368421053,7.220873786407767,0
2021,48-49,Transportation and Warehousing,41-9099,"Sales and Related Workers, All Other",1500.0,27.91,58060.0,27.81,57840.0,28970.0,93820.0,41.509433962264154,9.526504433125824,0
2022,48-49,Transportation and Warehousing,41-9099,"Sales and Related Workers, All Other",1050.0,31.9,66340.0,28.8,59900.0,30870.0,111470.0,-30.0,14.26110919738202,1
2023,48-49,Transportation and Warehousing,41-9099,"Sales and Related Workers, All Other",990.0,30.55,63550.0,29.02,60360.0,32870.0,92460.0,-5.714285714285714,-4.205607476635514,1
2024,48-49,Transportation and Warehousing,41-9099,"Sales and Related Workers, All Other",790.0,32.32,67220.0,29.84,62070.0,37360.0,95310.0,-20.2020202020202,5.774980330448465,1
2015,48-49,Transportation and Warehousing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,64850.0,29.05,60420.0,29.07,60470.0,36400.0,81080.0,,,
2016,48-49,Transportation and Warehousing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,68350.0,29.96,62320.0,29.46,61270.0,38150.0,83440.0,5.397070161912105,3.1446540880503147,0
2017,48-49,Transportation and Warehousing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,70650.0,30.45,63330.0,30.14,62680.0,38510.0,85120.0,3.3650329188002925,1.6206675224646983,0
2018,48-49,Transportation and Warehousing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,73770.0,30.91,64290.0,30.67,63800.0,38810.0,87880.0,4.416135881104034,1.5158692562766463,0
2019,48-49,Transportation and Warehousing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,77840.0,30.86,64190.0,30.79,64040.0,39400.0,86930.0,5.517147892097059,-0.15554518587649713,0
2020,48-49,Transportation and Warehousing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,80130.0,31.55,65610.0,31.79,66130.0,40980.0,88350.0,2.9419321685508737,2.2121825829568467,0
2021,48-49,Transportation and Warehousing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,89080.0,32.12,66800.0,30.19,62800.0,44490.0,92120.0,11.169349806564332,1.8137479042828835,0
2022,48-49,Transportation and Warehousing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,91200.0,33.7,70100.0,34.13,70990.0,44510.0,94690.0,2.3798832510103276,4.940119760479042,0
2023,48-49,Transportation and Warehousing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,89860.0,35.81,74480.0,36.45,75810.0,47050.0,98350.0,-1.469298245614035,6.248216833095578,0
2024,48-49,Transportation and Warehousing,43-1011,First-Line Supervisors of Office and Administrative Support Workers,95390.0,36.73,76410.0,37.23,77430.0,47730.0,100370.0,6.154017360338305,2.5912996777658432,0
